listing_id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,listings_per_host,minimum_nights_per_listing
21158405,*Temple Bar*Cozy double bedroom in central Dublin,64350838,D&G,Dublin City,53.34233,-6.26944,Private room,79,2,61,12/05/2019,0.97,2,0,0,2,2
21167665,Doble bedroom in walkinstown,24183424,Marcos,Dublin City,53.31812,-6.32365,Private room,40,3,1,14/10/2017,0.02,2,0,0,2,3
21180385,Private Double Bedroom near Dublin City/Airport,60269611,Stephen,Fingal,53.37708,-6.40224,Private room,48,1,14,16/08/2018,0.22,1,0,0,1,1
21199571,Amazing Location - Walk Everywhere !!,41947241,Paul,Dublin City,53.35269,-6.25929,Entire home/apt,140,1,289,03/12/2022,4.62,3,279,77,3,1
21203035,4 Bedroom home close to Dublin City Centre,11901488,Karen,Dublin City,53.37419,-6.26084,Entire home/apt,150,2,1,03/01/2018,0.02,1,0,0,1,2
21207881,Exclusive City Centre Apartment //,137435771,Andy,Dublin City,53.34738,-6.25636,Entire home/apt,251,1,37,09/11/2019,0.59,1,0,0,1,1
21238744,Bright airy one bed apartment in Smithfield,20283973,Neva,Dublin City,53.34961,-6.28139,Entire home/apt,120,2,5,30/09/2018,0.08,2,0,0,2,2
21238766,Cosy Bedroom in Dublin's Docklands,153504758,Mary,Dublin City,53.34604,-6.24508,Private room,50,1,28,25/04/2018,0.44,1,0,0,1,1
21240229,Central located studio,153456981,Lidia,Dublin City,53.32739,-6.26355,Entire home/apt,78,3,1,14/10/2017,0.02,1,0,0,1,3
21246712,Luxury City Centre Double Room,17418203,Michael,Dublin City,53.33241,-6.26183,Private room,100,1,7,09/09/2018,0.13,2,0,0,2,1
21247838,Central Location with Magnificent views!,127984226,Jonothan,Dublin City,53.34117,-6.23431,Hotel room,198,14,68,21/08/2022,1.08,16,43,6,10,14
21253737,Rooms for 6 close to City Free Parking!,153665453,Pauline,South Dublin,53.31356,-6.32208,Private room,240,2,41,20/11/2022,0.66,3,240,8,3,2
21260183,1 Bedroom,153741827,Jacky,Dn Laoghaire-Rathdown,53.30648,-6.24513,Private room,30,4,0,,,1,0,0,1,4
21260658,Lovely Double Bedroom in Dublin City Center.,153743749,Eri&Francy,Dublin City,53.34609,-6.28068,Private room,64,3,140,09/03/2020,2.23,1,0,0,1,3
21277918,Large Double Room - Free Parking,23777197,Sharon,South Dublin,53.27646,-6.46999,Private room,100,1,38,03/12/2022,0.66,2,362,12,2,1
21286235,Entire Beautiful Home with Great Access,23526767,David,Fingal,53.47496,-6.23605,Entire home/apt,170,4,2,24/07/2022,0.04,1,0,1,1,4
21286657,1 Bedroom Grand Canal Dock,3846772,Sag,Dublin City,53.33834,-6.23489,Entire home/apt,113,7,12,23/10/2021,0.19,12,9,0,10,7
21287679,Cosy City Centre Cottage (Private bathroom),2571262,Ronan,Dublin City,53.33445,-6.27314,Private room,130,1,6,27/11/2018,0.1,2,20,0,2,1
21290247,Room with a view,118808300,May,Dublin City,53.32354,-6.23669,Private room,30,2,4,19/10/2017,0.06,1,0,0,1,2
21292089,Apartment in the heart of Dublin!,146664376,Gale,Dublin City,53.34341,-6.27697,Entire home/apt,70,2,8,05/02/2018,0.13,1,0,0,1,2
21293670,Dublin 6 Townhouse,19760932,Maria,Dublin City,53.31036,-6.24944,Entire home/apt,200,3,0,,,1,0,0,1,3
21295775,Very Very small But Cosy studio,154100686,Oli,Dublin City,53.31654,-6.24133,Entire home/apt,45,4,0,,,1,0,0,1,4
21792055,Quaint 3 Bedroom family home close to city centre,38334089,Jennifer,Dublin City,53.33669,-6.30235,Entire home/apt,90,6,0,,,1,0,0,1,6
21796092,HEART CITY CENTRE | TEMPLEBAR | SIGHTS | WIFI APT4,18976273,Gill,Dublin City,53.34676,-6.26798,Entire home/apt,154,2,55,17/09/2018,0.89,6,0,0,6,2
21801072,Huge 2 Bedroom apartment in a private residence,158877724,Eldar,Dublin City,53.32659,-6.33306,Entire home/apt,65,7,0,,,1,0,0,1,7
21810665,Central 1BED Dublin Apartment,8319972,Trevor,Dublin City,53.36327,-6.23811,Entire home/apt,60,2,22,18/06/2018,0.36,1,0,0,1,2
21813175,Double bedroom facing the park,47551935,Joris,Dublin City,53.31971,-6.27902,Private room,45,4,1,28/11/2017,0.02,2,0,0,2,4
21815847,Dublin City Centre Apartment D2/WiFi/Breakfast/TV,88359530,Denise,Dublin City,53.33925,-6.26539,Entire home/apt,214,1,54,04/12/2022,8.71,1,49,54,1,1
21833801,Entire Apartment at Dublin’s Best Location!,141560491,Yukti,Dublin City,53.34074,-6.23704,Entire home/apt,92,5,4,20/08/2018,0.07,1,0,0,1,5
21834385,Cosy Bedroom in the Centre of Dublin,13129703,Josh,Dublin City,53.34509,-6.2742,Private room,80,2,1,26/11/2017,0.02,1,0,0,1,2
21834957,"Cozy, private Double Bedroom in City center",12823489,Jan,Dublin City,53.3459,-6.24391,Private room,70,3,24,09/09/2019,0.4,1,0,0,1,3
21837558,charming apartment in dublin,82665304,Soukeyna,Dublin City,53.34199,-6.28323,Private room,35,7,0,,,1,0,0,1,7
21841880,Mounttown Villas one double bedroom apartment,19193428,Daithi,Dn Laoghaire-Rathdown,53.28535,-6.14568,Entire home/apt,70,10,23,01/10/2022,3.59,2,56,23,2,10
21859227,Beaumont Guesthouse - Central Dublin - 12 Guests,80205431,Damien,Dublin City,53.38311,-6.23364,Entire home/apt,1300,4,22,31/10/2022,0.39,6,329,2,6,4
18540909,Double room ensuite bathroom with breakfast,17551909,Emer,Fingal,53.37827,-6.06226,Private room,100,1,235,05/12/2022,3.47,1,222,58,1,1
18541533,Perfect Courtyard-Facing 1bd Beside Ha'Penny Brdg,128342253,Faolan,Dublin City,53.34817,-6.26217,Entire home/apt,82,2,18,17/09/2017,0.27,1,0,0,1,2
18545836,Spacious Georgian House By The Canal,3555892,Andrew,Dublin City,53.32683,-6.26341,Entire home/apt,521,3,46,06/10/2022,0.69,2,44,23,2,3
18561575,"Trendy, Bright Apt - Close To Temple Bar -Sleeps 3",128852368,Darrin,Dublin City,53.34679,-6.26449,Entire home/apt,129,15,134,29/10/2022,1.98,1,0,4,1,15
18564627,Large double room at seafront only 3km city centre,128882640,David,Dublin City,53.32619,-6.20927,Private room,95,2,61,03/12/2022,0.9,1,103,20,1,2
18565443,Affordable Dublin City Ensuite Bedroom for 2,128889540,Meg,Dublin City,53.35102,-6.28368,Private room,60,2,18,31/08/2017,0.26,2,0,0,2,2
18583477,Luxury City Centre Apartment,14368741,Conor,Dublin City,53.34726,-6.27946,Entire home/apt,130,2,169,07/03/2020,2.48,4,0,0,4,2
18591323,"Cosy city centre apartment, Grand Canal Docks",70977420,Cat,Dublin City,53.34507,-6.23781,Entire home/apt,115,1,4,20/08/2017,0.06,1,0,0,1,1
18591643,A Little Peace of Heaven by the Sea,129099396,Lesley,Fingal,53.50489,-6.11582,Entire home/apt,125,4,85,14/11/2022,1.33,1,120,15,1,4
18613392,The Printhouse -City Centre Apt 4,57122700,Enda,Dublin City,53.34325,-6.24892,Entire home/apt,140,7,80,03/01/2021,1.21,2,174,0,2,7
18614233,Luxury Apt in Grand Canal Dock,75897053,Sean,Dublin City,53.34333,-6.24067,Entire home/apt,429,2,189,05/10/2021,2.78,4,0,0,4,2
18628779,"Large, luxury house in rural North Dublin village",277851,Marion,Fingal,53.51599,-6.26591,Entire home/apt,225,3,38,19/07/2020,0.58,1,0,0,1,3
18632887,"Private bedroom with ensuite/ terrace, water front",33997467,Gretta,Dublin City,53.36428,-6.17912,Private room,50,1,5,16/08/2017,0.08,1,0,0,1,1
18632998,"Comfy room sea view room in Blackroock, Dublin",94922098,Rachit,Dn Laoghaire-Rathdown,53.30086,-6.18329,Private room,35,2,8,29/09/2017,0.12,1,0,0,1,2
18645908,City Centre Leeson St 2 bed,112062166,Gav&Una,Dublin City,53.33484,-6.25649,Entire home/apt,159,14,41,24/11/2019,0.72,19,13,0,10,14
18663965,Sunny peaceful cosy city centre haven,129129512,Lucy,Dublin City,53.33501,-6.29117,Private room,106,1,144,17/09/2022,2.11,2,144,20,2,1
18667423,Great Apartment - Great Location. Self check-in.,1414042,Iain,Dublin City,53.34834,-6.2679,Entire home/apt,131,2,165,23/10/2019,2.45,3,0,0,3,2
18669552,"Amazing, spacious home great location in D4",40070064,Laura,Dublin City,53.33498,-6.23237,Entire home/apt,300,2,21,26/08/2018,0.31,1,0,0,1,2
18678187,Centric cute room,42850656,Victoria,Dublin City,53.35583,-6.2687,Private room,73,2,18,24/06/2018,0.26,1,0,0,1,2
18678766,"Dalkey Hill apartment, with stunning bay view.",5027653,Brenda,Dn Laoghaire-Rathdown,53.27029,-6.10201,Entire home/apt,133,3,135,25/11/2022,2.5,2,225,40,2,3
18679209,Unique Ranelagh Apartment,30197527,Aidan,Dublin City,53.32001,-6.25272,Entire home/apt,120,30,31,26/12/2021,0.46,3,0,1,3,30
18680433,IFSC Dublin City Centre,34813482,Val,Dublin City,53.34964,-6.24863,Entire home/apt,220,4,26,27/08/2019,0.39,2,0,0,2,4
18690122,Best location in Dublin city to stay,129923014,Karl,Dublin City,53.33946,-6.26575,Entire home/apt,250,1,35,05/11/2017,0.52,1,0,0,1,1
18702963,Cosy double bed room with balcony,103946892,Kimberly,Dublin City,53.34436,-6.27759,Private room,50,1,1,29/05/2017,0.01,1,0,0,1,1
18728763,The heart of Temple Bar!,41478625,Bianca,Dublin City,53.34473,-6.26575,Private room,75,2,25,16/10/2017,0.37,1,0,0,1,2
18734212,Unique Victorian villa for modern city living.,130254311,Charles,Dublin City,53.35475,-6.26985,Entire home/apt,136,4,27,19/03/2020,0.41,1,0,0,1,4
18735152,4 bed well equiped home away from home,130314169,Michelle,South Dublin,53.32407,-6.40747,Entire home/apt,167,3,30,08/08/2022,0.46,1,6,6,1,3
18740243,Lovely top floor apartment with views in city,130370857,Karl,Dublin City,53.33255,-6.24382,Entire home/apt,149,1,9,14/08/2017,0.13,1,0,0,1,1
18742855,Private double room in HEART of Dublin,22230540,Lele,Dublin City,53.35163,-6.27155,Private room,76,3,0,,,1,0,0,1,3
18752180,Single Room | Trinity College | Dublin City Center,21131297,Alberto,Dublin City,53.34508,-6.24686,Private room,45,3,48,26/05/2019,0.71,1,0,0,1,3
18761639,Large Double room near Dublin city centre,128097368,Mick,Dublin City,53.36137,-6.28504,Private room,102,1,6,07/07/2019,0.09,1,0,0,1,1
18765494,LUXURY APARTMENTS in the city centre 1,99725020,Brian,Dublin City,53.35696,-6.2653,Entire home/apt,88,1,2,08/08/2017,0.03,12,0,0,10,1
18768767,Single  room in family home with own entrance,38555551,Joan,South Dublin,53.2811,-6.47236,Entire home/apt,60,4,113,28/11/2022,1.67,1,64,4,1,4
18768867,Spacious comfortable double bedroom,42024098,Elaine,Dublin City,53.36633,-6.23392,Private room,60,1,9,22/08/2017,0.13,1,0,0,1,1
18771887,Double Room Ensuite Townhouse,99609519,Angela,Dublin City,53.33793,-6.23765,Private room,65,7,121,16/03/2020,1.79,5,0,0,5,7
18781803,"Stylish, Cosy Room, in Trendy City Apartment",9210909,Sean,Dublin City,53.34553,-6.28187,Private room,50,2,49,12/06/2021,0.74,1,0,0,1,2
18792748,"Comfortable home, great location",126873943,Gemma,Dn Laoghaire-Rathdown,53.30217,-6.24188,Entire home/apt,100,3,24,18/08/2018,0.36,1,0,0,1,3
18793005,"Single room clean, tidy and very cosy",36036156,Caroline,South Dublin,53.27204,-6.31833,Private room,36,1,2,05/09/2017,0.03,1,0,0,1,1
18799672,Lovely double room at the city centre,45835404,Yago,Dublin City,53.34641,-6.27848,Private room,50,3,1,26/06/2017,0.02,3,0,0,3,3
18803712,"Self contained, own private entrance.",75597259,Kevin And Julie,Dublin City,53.39177,-6.31199,Entire home/apt,65,1,303,18/03/2020,4.53,1,0,0,1,1
18804967,"Spacious cottage ,donnybrook,dublin 4",130909597,Susan,Dublin City,53.32269,-6.23521,Entire home/apt,120,3,6,08/07/2019,0.1,1,0,0,1,3
18808719,Beautiful Victorian Townhouse in the City Centre.,14268605,Kev,Dublin City,53.3604,-6.2526,Entire home/apt,120,1,2,19/06/2017,0.03,1,0,0,1,1
18817733,Super King Ensuite relax CityWest 20m airport,81331176,Tatjana,South Dublin,53.27804,-6.4394,Private room,60,1,45,30/05/2021,0.67,1,0,0,1,1
18835412,Lovely 2 bedroom city Apartment,26889701,John,Dublin City,53.35218,-6.27852,Entire home/apt,2500,2,15,20/10/2019,0.22,1,0,0,1,2
18837038,Your home in the city,24586261,David,Dn Laoghaire-Rathdown,53.30611,-6.25431,Entire home/apt,286,2,17,04/06/2022,0.25,1,10,2,1,2
18845106,Castleknock family home close to Phoenix Park,56442838,Naomi,Fingal,53.37805,-6.37413,Entire home/apt,75,2,5,14/07/2019,0.08,1,0,0,1,2
18847673,*Cozy and modern private bedroom & bathroom *,131280509,Federica,Dublin City,53.34866,-6.23133,Private room,90,2,3,28/05/2018,0.04,2,0,0,2,2
18848268,Quiet cozy home close to the airport.,15189624,Des,Fingal,53.45419,-6.23171,Private room,55,1,260,27/10/2019,3.9,1,0,0,1,1
18853179,"Bright, quiet city centre apartment",26431879,Ella,Dublin City,53.3475,-6.26767,Entire home/apt,100,2,37,06/01/2018,0.57,1,0,0,1,2
18853837,Modern City Centre Apartment,108827100,Pat,Dublin City,53.34763,-6.26228,Entire home/apt,184,2,313,08/12/2022,4.63,2,77,80,2,2
18854267,Spacious city apartment - booking response 4hrs!,51398585,Wesley,Dublin City,53.3381,-6.27819,Private room,130,2,2,05/06/2017,0.03,2,0,0,2,2
18856354,"Nice house,tram,walk city in 25 min",29374510,Conal,Dublin City,53.35327,-6.23866,Entire home/apt,275,14,35,18/09/2022,0.54,2,350,1,2,14
18864773,Tranquil home. 15 minutes to city centre on tram.,9810319,Kate,Dublin City,53.36411,-6.28005,Entire home/apt,170,2,12,31/07/2019,0.18,1,0,0,1,2
18869406,Dermville Apartment,131468956,Patrick,Dn Laoghaire-Rathdown,53.2912,-6.20222,Private room,49,2,3,28/08/2017,0.05,4,0,0,4,2
18869426,Best Location Luxury Penthouse style Apt.,126495480,Daniel,Dublin City,53.34509,-6.23442,Entire home/apt,279,14,126,27/05/2022,1.87,8,314,6,8,14
18869530,Smithfield Stunning Apartment,12036741,Micheál,Dublin City,53.35242,-6.2748,Entire home/apt,115,14,198,22/10/2022,2.94,16,64,9,10,14
18870944,Casa de Shiva,130216540,Marina,South Dublin,53.30976,-6.31922,Private room,45,1,1,24/07/2017,0.02,1,0,0,1,1
18903404,PERFECT LOCATION! City Centre 2 Bedr w/balcony,127074027,Aine,Dublin City,53.34704,-6.27914,Entire home/apt,111,2,184,03/03/2020,2.73,2,0,0,2,2
18903535,Great Location - Great Apartment. Self check-in.,1414042,Iain,Dublin City,53.34964,-6.26972,Entire home/apt,131,2,109,01/10/2019,1.62,3,0,0,3,2
18904305,Luxury Suite (4) Next To Johnnie Fox's Pub.,131742647,Jean,Dn Laoghaire-Rathdown,53.22063,-6.22443,Entire home/apt,70,2,357,11/12/2022,6.18,3,262,61,3,2
18912696,Lovely townhouse close to Newmarket Square,65004473,Katja,Dublin City,53.33702,-6.27594,Entire home/apt,65,2,8,28/01/2018,0.12,1,0,0,1,2
18914686,Drumcondra home in quiet street,21697167,Joan,Dublin City,53.37009,-6.25194,Entire home/apt,300,1,104,18/09/2022,1.54,1,0,2,1,1
18926197,Modern Twin Double Bed Home,19249240,Fearghal,Dublin City,53.31151,-6.27376,Private room,110,2,1,05/06/2017,0.01,1,0,0,1,2
18926846,Double Bedroom with private bathroom,118481365,Aimee,Dublin City,53.31233,-6.24838,Private room,53,2,6,24/11/2018,0.09,1,0,0,1,2
18929614,Double Room City Living,99609519,Angela,Dublin City,53.33967,-6.2377,Private room,64,1,80,24/06/2019,1.19,5,0,0,5,1
18932296,Lovely room in apartment in heart of Dublin city,15753561,Joe,Dublin City,53.34726,-6.284477,Private room,102,2,39,15/11/2022,5.88,1,0,39,1,2
18938916,Bright and Spacious private Double Room en - suite,6977137,Peter,Dublin City,53.37055,-6.26811,Private room,60,1,145,08/03/2020,2.15,1,0,0,1,1
18945731,Summery 2 bedroom Apartment near the City Centre,61104024,Matthew,Dublin City,53.34267,-6.28068,Entire home/apt,120,1,31,26/08/2018,0.47,1,0,0,1,1
18947620,Double Room with Private Bathroom on Grand Canal,132591519,Analise,Dublin City,53.33514,-6.29941,Private room,162,60,63,14/10/2018,0.94,1,0,0,1,35
18954805,Ensuite Room city center only 10 minutes to Spire,33818073,Daniel,Dublin City,53.35743,-6.25245,Private room,63,1,3,06/06/2017,0.04,1,0,0,1,1
18955822,Spacious & Comfortable 3 Bed Home in Dublin,74827311,Ferdinand,Dublin City,53.33413,-6.27945,Entire home/apt,130,2,9,26/08/2018,0.14,1,0,0,1,2
18974495,Modern 2 bed room apartment with balcony,128662665,Miriam,Dublin City,53.34498,-6.28319,Entire home/apt,100,7,28,09/09/2021,0.42,1,0,0,1,7
18987596,Luxury Coastal Suite,443486,Sara,Fingal,53.44652,-6.14684,Private room,80,2,22,15/12/2019,0.36,1,12,0,1,2
18991499,Self-Contained Apt in North Strand,74257124,Becky,Dublin City,53.35867,-6.2443,Entire home/apt,75,2,143,13/10/2022,2.69,1,0,22,1,2
18993080,**Double single room in city CENTRE!!**Temple Bar,179339334,Giovanni,Dublin City,53.34775,-6.26675,Private room,60,2,103,07/10/2018,1.55,2,0,0,2,2
18994318,Cosy basement flat in the heart of Ranelagh,38932227,Kevin,Dublin City,53.3275,-6.25959,Entire home/apt,50,2,1,11/06/2017,0.01,1,0,0,1,2
18994714,Lovely room in a 2 floor penthouse Dublin 1,132498346,Sonia,Dublin City,53.35054,-6.2539,Private room,36,1,5,15/08/2017,0.07,1,0,0,1,1
18995514,New ensuite room in the middle of the Grand Canal,60373213,Mathias,Dublin City,53.34199,-6.24043,Private room,85,3,16,25/06/2019,0.24,1,0,0,1,3
18995584,Quiet location just minutes from city centre,132163527,Anne-Cécile,Dublin City,53.33621,-6.27554,Private room,99,2,23,08/09/2018,0.36,1,0,0,1,2
19010374,☆ Luxury Bedroom ☆ Close to Airport ☆,80205431,Damien,Dublin City,53.38311,-6.23364,Private room,123,1,71,11/09/2019,1.07,6,0,0,6,1
19016909,LUXURY STUDIOS in city centre,99725020,Brian,Dublin City,53.35657,-6.265,Entire home/apt,65,1,0,,,12,0,0,10,1
19023547,Double room in modern apartment (city center),17583635,Ludovic,Dublin City,53.34148,-6.23597,Private room,65,2,2,14/07/2017,0.03,1,0,0,1,2
19026019,"Top Floor, South Facing Apartment",132763918,Gerard,Dublin City,53.34232,-6.24092,Entire home/apt,150,2,21,13/07/2018,0.31,1,0,0,1,2
19026252,Beautiful bright home near city centre/airport,52453729,Suzie,Dublin City,53.38954,-6.2455,Shared room,70,2,17,08/07/2018,0.29,1,0,0,1,2
19027258,"Penthouse Apartment Drumcondra,  ideal family home",6020122,Rosario,Dublin City,53.37606,-6.24414,Entire home/apt,160,3,4,21/08/2017,0.06,1,0,0,1,3
19027677,"Central, lovely apartment in Dublin's Docklands",10783082,Christine,Dublin City,53.34584,-6.23726,Entire home/apt,123,5,25,11/09/2019,0.38,1,0,0,1,5
19028229,Contemporary City Centre Cottage,132781731,John,Dublin City,53.33245,-6.27403,Entire home/apt,290,2,4,30/07/2017,0.06,1,0,0,1,2
19033848,City Centre Bedroom,80643678,Phelim,Dublin City,53.34296,-6.29412,Private room,50,2,20,27/05/2018,0.3,1,0,0,1,2
19035659,Wonderful Central Double Room,4589116,Maria,Dublin City,53.33435,-6.27115,Private room,55,1,5,18/06/2017,0.07,1,0,0,1,1
19042258,1  BED FLAT close to st.Patrick Cathedral,6750095,Denis,Dublin City,53.3359,-6.2773,Entire home/apt,78,2,5,30/09/2017,0.07,1,0,0,1,2
19052248,Large and modern Double Room En suite,51974814,Donna,Dublin City,53.39965,-6.30087,Private room,25,21,0,,,2,0,0,2,21
19062713,City Apartment Along Canal with Great Views,116455921,Shonagh,Dublin City,53.33174,-6.26118,Entire home/apt,150,2,4,29/04/2018,0.06,2,0,0,2,2
19064774,Bright Victorian Room with private shower,108875308,Carole,Dublin City,53.35477,-6.27103,Private room,80,3,23,18/03/2018,0.35,1,0,0,1,3
19064849,Private Room - Shared Apartment,51398585,Wesley,Dublin City,53.33721,-6.28033,Private room,60,5,0,,,2,0,0,2,5
19078972,Cosy 2 bedroom apartment with gym access,438076,Eoin,Dublin City,53.37582,-6.31735,Entire home/apt,76,2,20,01/11/2019,0.3,1,0,0,1,2
19082277,Ranelagh - Cosy and Central Apartment- Car Parking,22801049,Apt Dublin,Dublin City,53.32585,-6.25532,Entire home/apt,95,3,70,03/06/2022,1.04,4,0,2,4,3
19091481,Killiney Retreat,39213542,Patricia,Dn Laoghaire-Rathdown,53.2486,-6.11964,Entire home/apt,111,3,21,09/09/2019,0.32,1,0,0,1,3
19091994,SINGLE 15 min  DUBLIN AIRPORT/CITY Croke Park/DCU,133347727,Susan,Dublin City,53.38081,-6.24482,Private room,58,2,69,21/11/2022,1.03,2,0,20,2,2
19101139,Single room - Brandon road D12-  6km from town,60525399,Andrea,Dublin City,53.32725,-6.32332,Private room,31,7,16,01/11/2018,0.24,2,0,0,2,7
19118846,Cute & Smart Bedroom+Bathroom in Grand Canal Dock,30750314,Magda,Dublin City,53.34183,-6.23595,Private room,59,2,53,30/07/2018,0.79,1,0,0,1,2
19119114,Bright Two-Bed Apartment Close to City Centre,81434536,Máille,Dublin City,53.32356,-6.25335,Entire home/apt,90,5,0,,,1,0,0,1,5
19120545,Killiney/Dalkey Lodging,133617685,Siobhan,Dn Laoghaire-Rathdown,53.2548,-6.11876,Private room,50,1,0,,,1,0,0,1,1
19130837,Cosy city centre apartment,34269441,Antonijo,Dublin City,53.34203,-6.27496,Entire home/apt,100,4,1,04/07/2017,0.02,1,0,0,1,4
19131348,Family Home in upmarket friendly cul de sac,69826007,Shane,Dn Laoghaire-Rathdown,53.30489,-6.2427,Entire home/apt,76,6,1,17/07/2017,0.02,1,0,0,1,6
19133172,"Large House, City Centre, St Stephens Green.",58205431,Brian,Dublin City,53.33444,-6.25707,Entire home/apt,300,2,8,23/02/2020,0.17,1,0,0,1,2
19136246,Cozy Studio Apartment with Great Location,129632853,Tihomir,Dublin City,53.34471,-6.26524,Entire home/apt,86,2,21,12/07/2018,0.32,1,0,0,1,2
19137192,Beaumont Guesthouse - Private Bedroom,80205431,Damien,Dublin City,53.38311,-6.23364,Private room,123,1,73,19/11/2022,1.1,6,0,9,6,1
19140087,"Private room, next to Guinness Storehouse!",133789903,Saoirse,Dublin City,53.33888,-6.28107,Private room,50,5,1,23/06/2017,0.01,1,0,0,1,5
19147019,Private room- double bed in Ranelagh,93631337,Linda,Dublin City,53.32322,-6.25764,Private room,30,2,0,,,1,0,0,1,2
19151456,Probably the most beautiful road in Clontarf,41949484,Jean,Dublin City,53.36702,-6.21219,Entire home/apt,295,3,2,23/07/2017,0.03,1,0,0,1,3
19152499,Cosy family home in Hipsterville Dublin 8,12389621,Sonya,Dublin City,53.33414,-6.2837,Entire home/apt,150,2,1,03/08/2018,0.02,1,0,0,1,2
19154612,Cozy one bedroom apt. in Rathgar,133923044,Pearl,Dublin City,53.31398,-6.2797,Entire home/apt,81,5,5,10/06/2018,0.08,1,0,0,1,5
19156449,Spacious 5-bedroom House Facing the Grand Canal,81508535,Mike,Dublin City,53.33097,-6.27174,Entire home/apt,391,2,39,25/08/2019,0.59,1,0,0,1,2
19170335,"Architect’s quiet haven , city historic village .",33267678,Frances,Dublin City,53.32312,-6.25282,Entire home/apt,539,4,41,26/11/2022,0.62,1,329,10,1,4
19171582,"Beautiful home in the magical Phoenix Park, Dublin",121045044,Lizzy,Dublin City,53.34684,-6.31199,Entire home/apt,180,2,171,27/11/2022,2.56,1,132,49,1,2
19178081,Double room in a warm family home,100608762,Shumei(淑梅),Dublin City,53.40158,-6.16695,Private room,31,1,107,29/10/2019,1.64,4,0,0,4,1
19178552,Guinness Getaway,56200578,Dagán,Dublin City,53.34194,-6.28026,Entire home/apt,104,2,135,19/11/2022,2.1,1,0,7,1,2
19180217,Lovely days out and dreamy nights in Dublin 8,134145725,Kristin,Dublin City,53.34494,-6.28408,Private room,65,1,1,15/06/2017,0.01,1,0,0,1,1
19186464,Luxury Suite (1) Next To Johnnie Fox's Pub.,131742647,Jean,Dn Laoghaire-Rathdown,53.22264,-6.22346,Entire home/apt,78,2,287,11/12/2022,4.97,3,314,41,3,2
19187100,"Double bedroom in quiet area, South Central Dublin",24587931,Anke,Dublin City,53.33802,-6.30624,Private room,40,1,15,29/08/2017,0.23,1,0,0,1,1
19189084,Luxury Suite (2) Next To Johnnie Fox's Pub.,131742647,Jean,Dn Laoghaire-Rathdown,53.22192,-6.22462,Entire home/apt,68,2,312,04/12/2022,5.4,3,337,66,3,2
19202885,Dublin City Centre on your doorstep. Free wifi.,22190367,Ann,Dublin City,53.37267,-6.20205,Private room,122,2,176,20/11/2022,2.64,2,324,32,2,2
19205307,Spacious 2 bed house close to City & Phoenix Park,14216669,Raphline,Dublin City,53.33849,-6.32477,Entire home/apt,200,2,12,13/03/2020,0.18,1,0,0,1,2
19211974,Proud home owner occupier. Very sociable person.,115436293,Frank,Dn Laoghaire-Rathdown,53.30149,-6.26161,Private room,30,2,16,02/09/2017,0.24,1,0,0,1,2
19220591,Beautiful bright apartment close to the city,98923453,Antony,Dublin City,53.34884,-6.30298,Private room,55,2,12,30/10/2018,0.23,1,0,0,1,2
19241403,Lovely Southside Apt - Beside UCD 2.9km from City.,131503260,Ana,Dn Laoghaire-Rathdown,53.30566,-6.23955,Entire home/apt,65,2,5,13/08/2017,0.08,1,0,0,1,2
19244052,"Lansdowne Village, Sandymount",16537106,Moira,Dublin City,53.33574,-6.22338,Entire home/apt,113,4,20,03/01/2019,0.3,1,0,0,1,4
19245299,Milltown D6,134749583,Jackie,Dublin City,53.31173,-6.24893,Entire home/apt,90,2,0,,,1,0,0,1,2
19258957,"Large, Bright, Spacious 2 Bed Apt in Shankill",134856105,Cathy,Dn Laoghaire-Rathdown,53.22521,-6.12663,Entire home/apt,54,1,10,22/09/2017,0.15,1,0,0,1,1
19265844,"Modern, cosy house close to city centre",14179749,Albert,Dublin City,53.35713,-6.30096,Private room,65,1,2,16/07/2017,0.03,1,0,0,1,1
19268157,Our Home Your Adventure!,134913249,Melanie,Dublin City,53.39363,-6.26532,Private room,50,2,1,28/06/2017,0.02,1,0,0,1,2
19271019,Bright Grove,76092063,Miguel,Dublin City,53.32833,-6.2676,Private room,50,1,0,,,1,0,0,1,1
19281152,Cozy family home beside city centre,7322593,Jaime,Dublin City,53.36087,-6.28612,Private room,50,2,4,27/08/2017,0.06,1,0,0,1,2
19291945,Humble City Abode For 2 (young couple/backpackers),128889540,Meg,Dublin City,53.35067,-6.28147,Private room,55,2,2,07/07/2017,0.03,2,0,0,2,2
19292380,Studio Apartment 1 double bed 1 pull out sofabed.,49269911,Daragh,Fingal,53.38625,-6.06603,Entire home/apt,150,2,267,04/12/2022,4.05,2,242,61,2,2
19293818,City Centre Superb Double Room Smithfield Market,69386244,Irene,Dublin City,53.35027,-6.27583,Private room,68,4,0,,,5,0,0,5,4
19295178,"Smithfield Luas, Centric Double Superb Room",69386244,Irene,Dublin City,53.34984,-6.27829,Private room,50,3,1,01/01/2018,0.02,5,0,0,5,3
19302879,Perfect Location. Stunning home in Dublin City!,17541123,Katie,Dublin City,53.35236,-6.26567,Entire home/apt,90,2,18,06/11/2017,0.27,1,0,0,1,2
19307909,80 Ashington Court,28161117,John,Dublin City,53.37336,-6.30847,Private room,40,1,5,28/06/2017,0.07,1,0,0,1,1
